[2026-01-14 14:17:03,135] INFO in logging_config: Logging system initialized
[2026-02-12 09:05:11,284] INFO in run: Server: http://0.0.0.0:5000
[2026-02-12 09:05:11,285] INFO in run: ============================================================
[2026-02-12 09:05:11,286] WARNING in run: Running in DEBUG mode - NOT suitable for production!
[2026-02-12 09:05:28,455] ERROR in routes: Performance metrics error: 'minimal' is not among the defined enum values. Enum name: risklevel. Possible values: MINIMAL, LOW, MEDIUM, ..., CRITICAL
[2026-02-12 09:06:29,185] ERROR in routes: Performance metrics error: 'minimal' is not among the defined enum values. Enum name: risklevel. Possible values: MINIMAL, LOW, MEDIUM, ..., CRITICAL
[2026-02-12 09:10:54,119] INFO in logging_config: Logging system initialized
[2026-02-12 09:10:54,195] INFO in app: Database tables created
[2026-02-12 09:10:59,228] INFO in app: Application initialized in development mode
[2026-02-12 09:10:59,230] INFO in run: ============================================================
[2026-02-12 09:10:59,230] INFO in run: Smart Grid Predictive Maintenance System
[2026-02-12 09:10:59,231] INFO in run: ============================================================
[2026-02-12 09:10:59,231] INFO in run: Environment: development
[2026-02-12 09:10:59,231] INFO in run: Debug Mode: True
[2026-02-12 09:10:59,232] INFO in run: Model Version: 1.0.0
[2026-02-12 09:10:59,232] INFO in run: Model Loaded: True
[2026-02-12 09:10:59,232] INFO in run: Database: Connected
[2026-02-12 09:10:59,233] INFO in run: Server: http://0.0.0.0:5000
[2026-02-12 09:10:59,233] INFO in run: ============================================================
[2026-02-12 09:10:59,233] WARNING in run: Running in DEBUG mode - NOT suitable for production!
[2026-02-12 09:11:00,071] INFO in logging_config: Logging system initialized
[2026-02-12 09:11:00,146] INFO in app: Database tables created
[2026-02-12 09:11:04,748] INFO in app: Application initialized in development mode
[2026-02-12 09:11:04,749] INFO in run: ============================================================
[2026-02-12 09:11:04,749] INFO in run: Smart Grid Predictive Maintenance System
[2026-02-12 09:11:04,750] INFO in run: ============================================================
[2026-02-12 09:11:04,750] INFO in run: Environment: development
[2026-02-12 09:11:04,750] INFO in run: Debug Mode: True
[2026-02-12 09:11:04,751] INFO in run: Model Version: 1.0.0
[2026-02-12 09:11:04,751] INFO in run: Model Loaded: True
[2026-02-12 09:11:04,751] INFO in run: Database: Connected
[2026-02-12 09:11:04,751] INFO in run: Server: http://0.0.0.0:5000
[2026-02-12 09:11:04,752] INFO in run: ============================================================
[2026-02-12 09:11:04,752] WARNING in run: Running in DEBUG mode - NOT suitable for production!
[2026-02-12 09:13:19,851] INFO in logging_config: Logging system initialized
[2026-02-12 09:13:20,030] INFO in app: Database tables created
[2026-02-12 09:13:25,478] INFO in app: Application initialized in development mode
[2026-02-12 09:13:25,479] INFO in run: ============================================================
[2026-02-12 09:13:25,480] INFO in run: Smart Grid Predictive Maintenance System
[2026-02-12 09:13:25,480] INFO in run: ============================================================
[2026-02-12 09:13:25,481] INFO in run: Environment: development
[2026-02-12 09:13:25,482] INFO in run: Debug Mode: True
[2026-02-12 09:13:25,482] INFO in run: Model Version: 1.0.0
[2026-02-12 09:13:25,483] INFO in run: Model Loaded: True
[2026-02-12 09:13:25,484] INFO in run: Database: Connected
[2026-02-12 09:13:25,484] INFO in run: Server: http://0.0.0.0:5000
[2026-02-12 09:13:25,485] INFO in run: ============================================================
[2026-02-12 09:13:25,486] WARNING in run: Running in DEBUG mode - NOT suitable for production!
[2026-02-12 09:13:36,895] INFO in logging_config: Logging system initialized
[2026-02-12 09:13:36,973] INFO in app: Database tables created
[2026-02-12 09:13:41,385] INFO in app: Application initialized in development mode
[2026-02-12 09:16:33,685] INFO in logging_config: Logging system initialized
[2026-02-12 09:16:33,866] INFO in app: Database tables created
[2026-02-12 09:16:38,595] INFO in app: Application initialized in development mode
[2026-02-12 09:16:38,596] INFO in run: ============================================================
[2026-02-12 09:16:38,597] INFO in run: Smart Grid Predictive Maintenance System
[2026-02-12 09:16:38,597] INFO in run: ============================================================
[2026-02-12 09:16:38,597] INFO in run: Environment: development
[2026-02-12 09:16:38,598] INFO in run: Debug Mode: True
[2026-02-12 09:16:38,598] INFO in run: Model Version: 1.0.0
[2026-02-12 09:16:38,599] INFO in run: Model Loaded: True
[2026-02-12 09:16:38,599] INFO in run: Database: Connected
[2026-02-12 09:16:38,600] INFO in run: Server: http://0.0.0.0:5000
[2026-02-12 09:16:38,601] INFO in run: ============================================================
[2026-02-12 09:16:38,601] WARNING in run: Running in DEBUG mode - NOT suitable for production!
[2026-02-12 09:16:39,349] INFO in logging_config: Logging system initialized
[2026-02-12 09:16:39,421] INFO in app: Database tables created
[2026-02-12 09:16:43,946] INFO in app: Application initialized in development mode
[2026-02-12 09:16:43,947] INFO in run: ============================================================
[2026-02-12 09:16:43,947] INFO in run: Smart Grid Predictive Maintenance System
[2026-02-12 09:16:43,947] INFO in run: ============================================================
[2026-02-12 09:16:43,948] INFO in run: Environment: development
[2026-02-12 09:16:43,948] INFO in run: Debug Mode: True
[2026-02-12 09:16:43,948] INFO in run: Model Version: 1.0.0
[2026-02-12 09:16:43,948] INFO in run: Model Loaded: True
[2026-02-12 09:16:43,949] INFO in run: Database: Connected
[2026-02-12 09:16:43,949] INFO in run: Server: http://0.0.0.0:5000
[2026-02-12 09:16:43,949] INFO in run: ============================================================
[2026-02-12 09:16:43,949] WARNING in run: Running in DEBUG mode - NOT suitable for production!
